,Temperature_C,Rainfall_mm,WindSpeed_m_s,SolarRadiation_MJ_m2,Humidity_percent
2020-06-22,25.35,0.21,0.86,4.5278,55.55
2020-06-23,25.64,0.41,1.23,5.4461,57.57
2020-06-24,25.75,0.4,1.5,5.4984,58.95
2020-06-25,25.52,0.26,1.62,5.5358,59.55
2020-06-26,25.42,0.16,1.5,5.6256,59.42
2020-06-27,25.36,0.17,1.57,4.8098,56.94
2020-06-28,25.28,0.07,1.45,6.0091,57.18
2020-06-29,25.46,0.15,1.48,6.2986,55.28
2020-06-30,25.04,0.02,1.52,6.7375,53.01
2020-07-01,25.49,0.08,1.81,3.7121,57.11
2020-07-02,24.76,0.06,1.73,3.3329,54.79
2020-07-03,24.22,0.09,1.57,3.7109,54.97
2020-07-04,23.59,0.03,1.35,4.9702,54.86
2020-07-05,24.86,0.36,1.55,4.5259,54.83
2020-07-06,25.01,0.38,1.61,4.6826,50.35
2020-07-07,24.88,0.4,1.56,4.3805,51.84
2020-07-08,25.43,0.28,1.58,4.4652,54.78
2020-07-09,24.77,1.39,1.91,5.2382,60.88
2020-07-10,24.91,0.26,1.82,3.667,56.85
2020-07-11,25.02,0.03,1.92,6.3209,52.03
2020-07-12,25.31,0.05,1.67,5.7106,54.25
2020-07-13,24.94,0.27,1.73,3.6598,57.85
2020-07-14,25.04,0.11,1.72,4.5852,51.42
2020-07-15,24.72,0.17,1.93,4.0265,59.36
2020-07-16,23.65,0.52,2.27,3.2194,57.39
2020-07-17,23.65,0.15,2.03,4.452,48.2
2020-07-18,23.26,0.09,1.49,4.5535,45.02
2020-07-19,23.95,0.15,1.93,4.7302,52.49
2020-07-20,23.68,0.59,1.93,3.51,55.47
2020-07-21,24.51,0.46,1.62,4.2163,49.17
2020-07-22,24.56,0.66,1.83,3.8297,55.99
2020-07-23,24.1,0.97,1.68,4.2708,58.97
2020-07-24,23.21,2.06,1.45,3.5232,61.59
2020-07-25,23.98,0.22,1.77,5.0851,51.77
2020-07-26,24.32,0.47,1.92,4.259,54.52
2020-07-27,24.96,0.36,1.61,3.5633,54.95
2020-07-28,25.16,0.51,2.15,2.9758,56.34
2020-07-29,25.43,0.04,2.03,4.2002,53.18
2020-07-30,25.34,0.12,1.98,5.3309,55.56
2020-07-31,25.58,0.31,2.26,5.5454,59.43
2020-08-01,25.1,0.13,2.56,5.166,56.21
2020-08-02,24.01,0.08,2.66,6.1075,52.46
2020-08-03,24.42,0.06,2.56,5.7511,52.78
2020-08-04,25.01,0.07,2.22,5.6784,48.69
2020-08-05,25.32,0.05,2.01,5.0112,54.32
2020-08-06,25.82,0.18,1.94,5.4634,57.39
2020-08-07,24.45,0.67,1.88,4.8713,60.45
2020-08-08,24.07,1.63,2.36,4.6169,58.59
2020-08-09,24.21,0.12,2.26,4.267,55.74
2020-08-10,23.51,0.34,1.8,3.75,59.41
2020-08-11,24.58,0.52,1.75,5.2162,55.86
2020-08-12,24.66,0.45,2.21,2.4252,59.53
2020-08-13,24.59,0.37,1.81,3.5285,58.9
2020-08-14,24.34,0.38,1.88,3.8134,57.65
2020-08-15,25.37,0.33,2.27,5.3141,54.39
2020-08-16,24.49,0.93,2.3,4.2305,54.06
2020-08-17,24.93,0.22,2.49,3.5633,56.61
2020-08-18,25.49,0.09,2.41,4.5103,50.04
2020-08-19,25.46,1.61,2.55,3.7373,58.16
2020-08-20,25.42,1.46,2.48,4.9013,53.88
2020-08-21,25.27,0.51,2.73,3.5309,55.3
2020-08-22,24.91,0.62,2.97,3.2489,52.54
2020-08-23,24.55,1.65,3.02,3.7747,54.31
2020-08-24,24.69,1.62,2.64,3.6562,57.27
2020-08-25,25.28,0.13,2.63,5.1406,53.09
2020-08-26,25.86,0.09,2.58,5.4247,53.94
2020-08-27,25.8,0.24,2.57,5.4449,57.27
2020-08-28,26.15,0.13,2.47,5.3671,52.87
2020-08-29,26.0,0.05,2.46,5.6702,47.83
2020-08-30,25.69,0.01,2.11,6.2621,47.11
2020-08-31,26.0,0.02,2.26,6.9156,49.28
2020-09-01,25.2,0.03,2.47,6.0283,49.25
2020-09-02,24.56,0.02,2.72,7.3442,47.39
2020-09-03,25.13,0.15,2.52,4.5554,51.17
2020-09-04,25.97,0.45,2.32,5.6808,49.3
2020-09-05,24.53,2.06,2.23,3.6067,60.21
2020-09-06,24.02,4.19,2.34,2.0909,62.05
2020-09-07,23.8,0.49,2.61,2.1262,56.48
2020-09-08,24.9,0.19,2.52,3.1858,50.24
2020-09-09,25.12,0.11,2.37,4.4074,50.49
2020-09-10,25.74,0.11,2.69,5.1583,49.83
2020-09-11,25.85,0.17,2.2,4.3807,49.37
2020-09-12,26.13,0.07,2.4,4.7945,47.17
2020-09-13,26.27,0.04,2.43,6.7363,46.87
2020-09-14,26.52,0.04,2.52,6.7159,48.97
2020-09-15,26.81,0.05,2.53,6.5844,51.21
2020-09-16,27.0,0.04,2.26,7.2835,47.6
2020-09-17,26.89,0.02,2.39,7.0906,44.69
2020-09-18,26.65,0.08,2.66,5.9059,51.93
2020-09-19,26.68,0.3,2.68,4.8228,55.86
2020-09-20,26.25,0.08,2.55,3.7075,50.15
2020-09-21,26.21,0.06,2.06,5.9434,49.79
2020-09-22,26.65,0.03,2.15,6.1639,46.23
2020-09-23,26.43,3.05,2.71,6.5371,54.91
2020-09-24,25.91,3.44,2.36,4.7105,60.11
2020-09-25,24.38,5.84,2.13,3.2969,62.73
2020-09-26,25.28,1.56,1.94,4.5391,57.82
2020-09-27,26.08,0.61,1.54,6.1812,54.27
2020-09-28,26.93,0.34,1.74,6.3312,56.99
2020-09-29,27.35,0.24,1.91,6.624,56.69
2020-09-30,27.34,0.06,2.01,5.994,51.3
2020-10-01,27.09,0.05,1.93,6.204,50.16
2020-10-02,27.05,0.21,1.99,6.5347,52.5
2020-10-03,27.16,0.08,1.96,6.7469,48.08
2020-10-04,25.78,0.08,1.63,7.3246,50.15
2020-10-05,27.19,0.02,1.65,7.2718,45.65
2020-10-06,27.57,0.05,1.37,6.4277,43.8
2020-10-07,26.65,0.01,1.38,7.2468,40.59
2020-10-08,27.65,0.15,1.58,7.3018,44.58
2020-10-09,28.44,0.38,1.5,6.6466,47.57
2020-10-10,28.17,2.71,1.31,6.185,55.27
2020-10-11,28.04,1.17,1.18,5.8666,47.95
2020-10-12,27.81,0.41,1.24,6.0967,47.61
2020-10-13,28.5,0.14,1.61,6.3334,46.41
2020-10-14,28.45,0.52,1.9,5.7216,51.3
2020-10-15,28.24,0.11,1.76,6.6154,46.85
2020-10-16,27.77,0.78,1.82,5.7962,52.31
2020-10-17,27.48,0.33,2.05,5.0736,46.97
2020-10-18,26.62,0.94,1.65,4.8437,49.8
2020-10-19,26.79,1.21,1.33,4.9898,51.03
2020-10-20,27.04,1.1,1.33,4.9627,49.1
2020-10-21,27.08,0.76,1.4,5.4746,47.12
2020-10-22,27.33,0.31,1.5,6.0703,49.62
2020-10-23,28.0,0.45,1.51,6.4152,51.34
2020-10-24,28.22,0.25,1.7,5.8418,47.32
2020-10-25,26.91,0.63,1.48,5.1722,53.88
2020-10-26,27.53,0.13,1.37,3.6703,48.46
2020-10-27,27.48,6.94,1.34,3.9535,50.92
2020-10-28,25.86,4.57,1.42,4.2547,67.07
2020-10-29,24.55,6.51,1.51,2.7422,66.57
2020-10-30,25.04,2.17,1.46,4.3426,68.02
2020-10-31,25.08,1.41,1.4,5.8102,67.06
2020-11-01,25.54,0.5,1.34,6.0595,63.53
2020-11-02,25.29,3.96,1.15,4.8821,66.42
2020-11-03,24.08,9.41,1.07,3.6478,73.71
2020-11-04,23.61,24.33,0.91,4.6898,78.3
2020-11-05,23.88,29.86,0.9,4.6078,80.35
2020-11-06,24.23,4.14,0.96,3.9931,79.09
2020-11-07,24.29,2.47,0.92,5.4797,72.95
2020-11-08,25.19,1.39,0.99,5.3208,67.9
2020-11-09,24.3,8.74,0.95,4.6658,78.82
2020-11-10,24.85,4.33,0.75,5.6822,75.79
2020-11-11,24.61,6.54,0.7,5.2798,74.97
2020-11-12,25.0,1.07,0.67,5.7811,69.78
2020-11-13,24.73,1.85,0.75,5.2334,72.97
2020-11-14,24.79,2.3,0.78,5.3119,72.93
2020-11-15,25.88,0.59,0.63,6.4186,66.32
2020-11-16,25.13,2.15,0.73,5.2318,70.31
2020-11-17,24.93,3.09,0.67,6.0511,69.24
2020-11-18,25.53,1.41,0.65,6.7918,64.1
2020-11-19,25.28,3.12,0.64,5.9441,69.97
2020-11-20,25.81,1.36,0.61,5.4682,64.17
2020-11-21,25.88,1.46,0.63,6.4723,64.52
2020-11-22,26.05,1.77,0.62,6.438,66.53
2020-11-23,26.13,0.51,0.66,5.911,65.31
2020-11-24,26.34,0.38,0.61,5.983,65.3
2020-11-25,26.77,0.45,0.68,5.6959,60.3
2020-11-26,26.56,1.17,0.65,5.8512,62.17
2020-11-27,25.05,3.15,0.7,5.7914,72.68
2020-11-28,24.77,5.31,0.84,3.7726,77.93
2020-11-29,24.94,9.54,0.62,4.3433,75.06
2020-11-30,26.19,0.33,0.57,6.7212,62.58
2020-12-01,26.31,0.24,0.53,6.3257,61.57
2020-12-02,25.31,1.64,0.56,6.2167,66.98
2020-12-03,25.13,1.54,0.61,5.6057,67.47
2020-12-04,25.05,3.72,0.54,5.2402,69.51
2020-12-05,25.75,1.04,0.54,6.5278,67.63
2020-12-06,25.88,0.21,0.55,6.3377,62.83
2020-12-07,26.36,0.57,0.56,6.1054,62.66
2020-12-08,24.21,5.38,0.67,5.2632,76.73
2020-12-09,25.66,0.97,0.65,6.0346,63.97
2020-12-10,24.7,1.23,0.52,5.885,67.01
2020-12-11,25.87,0.24,0.64,6.683,55.16
2020-12-12,26.0,0.02,0.6,6.521,54.84
2020-12-13,25.48,0.0,0.52,6.6166,58.68
2020-12-14,25.44,0.0,0.57,7.1225,53.99
2020-12-15,25.48,0.0,0.58,7.0015,49.55
2020-12-16,25.73,0.0,0.62,6.535,51.92
2020-12-17,26.07,0.12,0.59,5.4247,53.38
2020-12-18,25.62,0.12,0.53,6.0252,55.22
2020-12-19,26.45,0.34,0.66,5.8764,52.5
2020-12-20,25.88,1.42,0.61,5.531,65.4
2020-12-21,26.41,0.43,0.6,5.9143,60.86
2020-12-22,26.43,1.85,0.57,6.2023,60.77
2020-12-23,25.81,2.19,0.57,5.8106,62.82
2020-12-24,26.02,2.16,0.55,5.5632,63.37
2020-12-25,26.14,0.13,0.57,6.6682,58.02
2020-12-26,25.97,0.11,0.68,6.4202,50.41
2020-12-27,24.77,0.01,0.74,6.3578,47.39
2020-12-28,25.41,0.06,0.68,7.0474,46.32
2020-12-29,26.28,0.14,0.67,6.5028,53.55
2020-12-30,25.66,3.69,0.56,5.736,63.64
2020-12-31,22.5,40.81,0.47,4.1642,89.17
2021-01-01,23.44,6.06,0.66,5.2068,80.22
2021-01-02,24.54,1.82,0.58,6.75,71.67
2021-01-03,24.26,5.24,0.62,6.7536,73.39
2021-01-04,24.75,0.3,0.56,7.0757,64.76
2021-01-05,24.91,0.41,0.58,6.4517,62.39
2021-01-06,24.64,0.04,0.57,6.8806,58.64
2021-01-07,24.32,0.0,0.61,6.834,56.53
2021-01-08,25.05,0.01,0.57,6.5652,53.54
2021-01-09,25.36,0.07,0.55,4.8312,54.19
2021-01-10,24.08,0.04,0.6,3.0408,51.23
2021-01-11,24.76,2.6,0.65,3.7922,55.11
2021-01-12,24.8,1.15,0.64,4.0382,58.2
2021-01-13,25.21,0.83,0.71,5.136,55.65
2021-01-14,25.58,0.3,0.75,6.4162,52.3
2021-01-15,26.0,0.51,0.61,6.3554,54.67
2021-01-16,25.96,0.94,0.56,6.2462,58.34
2021-01-17,25.58,1.11,0.51,6.1392,62.18
2021-01-18,26.39,0.55,0.66,6.3314,56.42
2021-01-19,26.58,0.24,0.75,6.9144,52.91
2021-01-20,26.4,0.08,0.75,7.1222,50.67
2021-01-21,24.94,0.84,0.54,5.988,62.74
2021-01-22,25.18,1.9,0.74,4.9615,68.77
2021-01-23,25.43,0.59,0.74,5.3693,64.67
2021-01-24,26.09,0.11,0.73,6.5362,55.73
2021-01-25,25.81,0.51,0.69,6.2947,59.98
2021-01-26,24.68,0.01,0.64,7.067,60.27
2021-01-27,25.88,0.0,0.72,7.1534,51.36
2021-01-28,26.2,0.0,0.7,6.744,53.21
2021-01-29,26.54,0.0,0.75,6.221,52.63
2021-01-30,25.86,0.0,0.75,6.8189,50.35
2021-01-31,24.96,0.0,0.8,7.4338,46.94
2021-02-01,25.6,0.01,0.77,7.7623,46.03
2021-02-02,26.92,0.07,0.71,7.1839,47.91
2021-02-03,26.32,0.0,0.73,6.8664,51.33
2021-02-04,26.44,0.01,0.78,7.6303,46.65
2021-02-05,26.11,0.97,0.71,7.3416,52.24
2021-02-06,26.82,0.95,0.72,6.4303,51.76
2021-02-07,27.19,1.41,0.7,4.6339,53.25
2021-02-08,24.95,11.83,0.74,2.4257,66.96
2021-02-09,24.65,3.03,0.85,3.8606,68.32
2021-02-10,25.8,0.38,0.84,4.3582,60.25
2021-02-11,25.16,2.72,0.64,4.8166,60.42
2021-02-12,26.73,0.08,0.75,4.5737,53.51
2021-02-13,26.4,1.52,0.8,4.2569,58.57
2021-02-14,26.56,0.72,0.76,5.333,56.37
2021-02-15,26.49,0.11,0.81,6.3103,56.36
2021-02-16,26.66,0.06,0.8,6.9562,53.21
2021-02-17,26.66,0.05,0.82,7.0315,53.25
2021-02-18,26.41,0.0,0.86,6.8873,50.97
2021-02-19,28.4,0.28,0.84,7.0798,44.69
2021-02-20,27.19,0.15,0.9,5.5519,52.61
2021-02-21,27.81,0.31,0.76,5.3023,52.57
2021-02-22,26.17,0.47,0.99,3.9622,57.65
2021-02-23,26.89,0.03,0.78,6.3336,49.14
2021-02-24,27.51,0.04,0.79,6.5806,48.91
2021-02-25,26.95,0.0,0.82,7.0613,50.49
2021-02-26,26.51,0.0,0.79,7.8358,49.69
2021-02-27,27.23,0.0,0.88,7.7777,40.24
2021-02-28,27.08,0.0,0.87,7.6558,42.64
2021-03-01,27.55,0.0,1.04,6.8122,46.32
2021-03-02,26.17,0.01,0.98,7.207,48.37
2021-03-03,26.89,0.0,0.95,7.5703,46.11
2021-03-04,27.57,0.15,0.94,5.0813,50.81
2021-03-05,28.21,0.13,0.94,6.3974,48.03
2021-03-06,28.78,0.03,0.92,7.1172,44.8
2021-03-07,28.25,0.1,0.95,7.0625,47.64
2021-03-08,27.49,0.06,0.93,6.6334,48.17
2021-03-09,26.68,0.06,0.89,6.8866,47.61
2021-03-10,27.02,0.01,0.95,7.4167,50.52
2021-03-11,27.31,0.01,0.97,7.5977,45.18
2021-03-12,26.86,0.13,1.05,7.2242,50.31
2021-03-13,27.77,0.2,1.09,7.0478,47.67
2021-03-14,28.27,0.23,1.19,7.3284,46.66
2021-03-15,27.11,0.83,1.18,7.0925,50.36
2021-03-16,27.0,1.31,1.17,5.6556,52.74
2021-03-17,25.93,5.02,1.03,6.1457,60.43
2021-03-18,25.31,9.43,0.88,6.6816,69.52
2021-03-19,25.76,3.36,1.0,6.6857,69.09
2021-03-20,24.95,7.55,1.06,5.6844,72.72
2021-03-21,25.62,7.85,0.96,5.6611,68.57
2021-03-22,26.14,0.6,0.84,6.2323,64.49
2021-03-23,26.39,0.08,0.93,6.0809,64.93
2021-03-24,26.35,0.06,0.89,7.0498,63.71
2021-03-25,26.92,0.0,0.76,7.7724,55.7
2021-03-26,26.75,0.0,0.77,6.9826,55.95
2021-03-27,26.54,0.1,0.83,6.1661,55.39
2021-03-28,27.38,0.49,0.85,4.9133,55.46
2021-03-29,27.35,1.89,0.96,6.1687,55.86
2021-03-30,27.66,0.75,1.07,6.3626,55.97
2021-03-31,27.76,1.84,1.19,6.0103,58.2
2021-04-01,27.02,3.66,1.3,6.3286,64.45
2021-04-02,26.43,1.19,1.13,6.4826,63.36
2021-04-03,27.13,0.83,1.13,6.2911,60.07
2021-04-04,26.87,2.08,1.14,6.3677,64.22
2021-04-05,27.06,0.42,1.27,5.4252,62.65
2021-04-06,27.66,1.68,1.18,5.6042,59.64
2021-04-07,26.89,2.74,1.19,6.1414,64.85
2021-04-08,25.81,4.19,1.01,5.5282,69.75
2021-04-09,26.77,1.94,0.93,6.0473,65.5
2021-04-10,26.43,2.41,1.06,5.754,67.53
2021-04-11,26.56,2.72,1.4,5.6198,65.9
2021-04-12,26.25,2.73,1.21,5.7514,66.45
2021-04-13,26.18,1.27,1.09,5.3016,65.35
2021-04-14,27.01,0.27,0.92,6.288,60.59
2021-04-15,27.75,0.25,1.01,6.3859,55.84
2021-04-16,26.72,0.93,1.09,5.9604,64.43
2021-04-17,26.95,0.44,1.27,6.2076,63.41
2021-04-18,26.96,1.29,1.36,5.3748,61.49
2021-04-19,27.2,0.36,1.2,5.795,56.31
2021-04-20,26.6,1.15,1.04,5.5018,56.74
2021-04-21,26.25,3.67,1.06,5.5279,59.16
2021-04-22,26.65,2.84,1.19,6.0154,60.0
2021-04-23,26.93,2.23,1.18,5.6638,61.78
2021-04-24,26.89,3.54,0.97,5.3119,63.87
2021-04-25,26.7,1.95,0.93,5.7948,59.43
2021-04-26,27.76,0.19,1.08,6.0043,53.32
2021-04-27,27.75,0.46,1.19,5.9174,58.12
2021-04-28,27.06,1.26,1.16,5.845,56.5
2021-04-29,27.7,0.41,1.04,6.115,57.85
2021-04-30,28.23,1.27,1.13,6.4123,55.65
2021-05-01,28.01,3.47,0.99,6.0792,58.86
2021-05-02,27.15,0.94,1.06,6.163,61.39
2021-05-03,26.79,2.68,1.14,5.3707,63.27
2021-05-04,27.0,0.52,1.34,5.7878,61.08
2021-05-05,25.7,4.76,1.2,5.6537,62.79
2021-05-06,24.23,2.16,0.94,5.3052,65.9
2021-05-07,24.7,8.23,1.07,5.2879,68.7
2021-05-08,24.81,4.54,0.86,5.5932,68.35
2021-05-09,25.54,1.08,0.84,4.2403,66.21
2021-05-10,25.49,5.84,0.73,4.6464,67.45
2021-05-11,22.22,19.18,0.93,3.9245,80.21
2021-05-12,23.27,6.99,1.03,3.5362,74.62
2021-05-13,23.65,4.81,1.03,4.4875,73.14
2021-05-14,24.39,0.44,0.97,5.4703,64.85
2021-05-15,25.0,0.14,0.99,6.408,62.61
2021-05-16,25.67,0.06,0.98,6.2434,62.66
2021-05-17,26.15,0.05,1.17,5.6952,64.97
2021-05-18,25.62,0.04,1.28,5.6062,62.26
2021-05-19,25.76,0.05,1.21,5.6558,58.09
2021-05-20,26.11,0.08,1.12,5.4658,60.97
2021-05-21,25.05,0.07,1.12,5.0196,56.31
2021-05-22,25.21,0.08,1.15,5.8118,58.8
2021-05-23,25.56,0.05,1.25,4.3579,58.53
2021-05-24,25.22,0.12,1.27,3.0785,56.83
2021-05-25,25.31,0.05,1.15,4.0414,54.5
2021-05-26,24.29,0.79,1.29,5.2166,60.1
2021-05-27,24.86,0.42,1.44,5.5721,61.2
2021-05-28,25.0,1.23,1.37,5.327,66.29
2021-05-29,24.36,1.39,1.22,4.0505,66.07
2021-05-30,24.52,0.82,1.15,4.3176,61.05
2021-05-31,25.04,0.13,1.22,5.1773,60.58
2021-06-01,25.03,0.03,1.42,4.693,59.85
2021-06-02,25.39,0.01,1.36,5.8642,56.05
2021-06-03,25.89,0.02,1.22,5.4206,57.8
2021-06-04,26.18,0.02,1.31,3.8818,57.55
2021-06-05,25.58,0.08,1.38,4.818,58.39
2021-06-06,25.74,0.08,1.5,5.3753,55.69
2021-06-07,25.5,0.05,1.37,6.217,54.18
2021-06-08,25.46,0.06,1.48,5.1905,53.34
2021-06-09,25.45,0.29,1.42,4.2086,56.6
2021-06-10,25.52,0.09,1.54,5.1792,57.27
2021-06-11,25.14,0.05,1.45,4.542,58.01
2021-06-12,24.77,0.05,1.42,3.719,57.88
2021-06-13,25.09,0.04,1.45,4.0699,54.49
2021-06-14,24.95,0.1,1.29,5.0693,56.93
2021-06-15,24.14,0.08,1.21,3.9166,59.54
2021-06-16,24.26,0.06,1.21,3.3029,58.58
2021-06-17,24.71,0.06,1.22,3.605,56.58
2021-06-18,25.86,0.03,1.55,4.1575,50.68
2021-06-19,24.7,0.02,1.65,4.1407,59.2
2021-06-20,24.23,0.06,1.56,3.8443,55.28
2021-06-21,24.4,0.05,1.68,5.1646,51.77
